CompanyLocationID,CompanyID,CompanyName,CompanyDescription,CompanyLocationDescription,secuirtycheckpoint,Hours,CompanyURL,AirlineCode,Terminal,Location,Categories,urlLogoImage,urlFrontImage,urlMenuDoc,AirportName,LocationPhone,CompanyLocationLastUpdated,CompanyLastUpdated,AddressLastUpdated,Lat,Long,Address,City,Zip,ProcessDate
1863,1299,InterJet,"InterJet Passengers Terminal 3 for Check-in. Passengers will walk from Terminal 3 to Terminal B for departure.
Departures and Arrivals will operate at Terminal B.","InterJet Passengers Terminal 3 for Check-in. Passengers will walk from Terminal 3 to Terminal B for departure.
Departures and Arrivals will operate at Terminal B.",0,,www.interjet.com,,Terminal 3,Departure Level,AIR CARRIER,,,,LAX,(866) 285-8307,2018-08-16 09:39:03.593000000,2017-05-15 04:54:56.597000000,,,,300 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1928,1364,La Familia,,This vibrant restaurant will have you craving everything on the menu. Take a seat and bask in the moment while enjoying a delicious meal & refreshing beverage.,1,,,,Terminal 3,,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-307-7499,2018-02-08 15:39:01.767000000,2017-10-23 11:30:44.700000000,,,,300 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1643,1079,Hollywood Style,,"Hollywood Style is a trendy gallery shop in Terminal 4 that includes an ever-changing selection of hip, LA-style fashionable apparel, accessories, sunglasses and luggage for fashion-forward men and women",1,,,,Terminal 4,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,(310) 337-6761,2018-02-02 06:57:02.867000000,,,33.940678,-118.406951,400 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1845,1281,Tumi,,"Shop at Tumi for exceptional quality luggage and handbags.
",1,,,,Terminal 6,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,310-590-1100,2018-02-05 13:40:39.133000000,,,33.94130088,-118.40210053,600 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1245,765,United Airlines,"All United Airlines passengers with ""E Tickects"" check-in at Terminal 7.",,0,,www.united.com,,Terminal 7,,AIR CARRIER,,,,LAX,(310) 342-9509,2017-08-29 08:09:31.873000000,2017-08-29 08:09:21.803000000,,,,700 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1536,1001,Spirit Airlines,,,0,,www.spiritair.com,,Terminal 5,T-5,AIR CARRIER,,,,LAX,(801) 401-2222,2017-05-15 03:05:41.300000000,2017-05-15 03:05:52.647000000,,,,500 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1617,1003,Virgin Australia,Virgin Australia passengers check-in at Terminal 3. Passengers will be bused from Terminal 3 to the Tom Bradley International Terminal (Terminal B) for departure. Arriving passengers may be met at Terminal B.,Passengers will check in at Terminal 3; walk to Terminal B where flights depart/arrive,0,,www.virginaustralia.com,,Terminal 3,Departure Level,AIR CARRIER,,,,LAX,(800)440-0260,2018-11-01 09:01:53.637000000,2018-11-01 09:01:14.543000000,,,,300 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1937,1373,Earthbar ,,"Earthbar offers healthy snacks, smoothies, and grab & go food options.",1,,,,Terminal 3,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,866-820-1178,2018-02-05 07:42:02.593000000,2017-12-28 09:43:39.663000000,,,,,,,2019-04-11T00:00:02.000
833,553,U.S. Immigration and Naturalization Service,, ,,,,,TBIT,Arrival Level - Tom Bradley International Terminal,GOVERNMENT AGENCIES,,,,LAX,(310) 568-7500,,,,,,,,,2019-04-11T00:00:02.000
1801,1237,Angeleno ,,Shop at Angeleno Modern Luxury for all your travel needs,0,,,,TBIT,Ticketing Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,310-259-3368,2018-02-02 12:14:04.127000000,,,33.94377851,-118.40852394,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1883,1319,XL Airways France,,,0,,www.xl.com,,Terminal 6,Departure Level,AIR CARRIER,,,,LAX,(877) 496-9889,2017-06-05 13:30:14.030000000,2017-06-05 13:30:22.810000000,,,,600 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1954,1388,PEI WEI Asian Diner,,,1,,,,Terminal 1,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-310-5602,2018-09-05 08:49:35.277000000,2018-08-27 11:28:24.950000000,,,,,,,2019-04-11T00:00:02.000
1221,746,One Source,, ,,,,,TBIT,,GENERAL AIRPORT CLEANING SERVICES,,,,LAX,646-1313,,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1874,1310,Aer Lingus,,,0,,,,Terminal 2,Departure Level,AIR CARRIER,,,,LAX,(800) 474-7424,,,,,,200 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1620,1057,Klatch Coffee,,"Klatch is one of the few airport coffee shops to serve up drip coffee one cup at a time.
",1,,,,Terminal 7,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,424-702-1141,2018-02-05 13:51:46.563000000,,,33.942240754913946,-118.39994446627042,700 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
645,429,Pedus Building Service,, ,,,,TBIT,TBIT,Departure Level - Custodial Service,"CUSTODIAL SERVICE, GENERAL AIRPORT CLEANING SERVICES",,,,LAX,(310) 646-1313,,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1915,1351,Level Airlines,,,0,,,,TBIT,Departure Level,AIR CARRIER,,,,LAX,(800) 994-0704,2017-06-05 09:34:07.990000000,2017-06-05 09:34:07.980000000,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
43,28,Air France,, ,1,,www.airfrance.com,AF,TBIT,,AIR CARRIER,,,,LAX,(310) 646-5627,,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1920,1356,LA Life,,Shop for a variety of grab & go foods and snacks at LA Life.,1,,,,Terminal 3,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-307-7499,2019-02-07 13:58:23.487000000,2017-06-27 15:49:45.267000000,,33.94663773469007,-118.40746806075265,,,,2019-04-11T00:00:02.000
1738,1174,DFS Duty Free,,DFS Duty Free offers a variety of products for travelers. Domestic passengers are invited to purchase everything but liquor and tobacco.,1,,,,Terminal 3,Departure Level,DUTY FREE SHOPS,,,,LAX,310-348-2740,2018-02-05 07:41:08.100000000,,,33.94604109949319,-118.40719498035668,300 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
720,489,Singapore Airlines,Located in Tom Bradley International Terminal (TBIT)., ,,,www.singaporeair.com,SQ,TBIT,,AIR CARRIER,,,,LAX,(866) 767-2247,,,,,,380 World Way,Los Angeles,90009,2019-04-11T00:00:02.000
1861,1297,Barney's Beanery,,"Barney's Beanery features bar bites, burgers, Mexican, and much more.",1,,,,Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,424-393-4318,2018-02-05 06:52:17.287000000,,,33.94590948,-118.40407631,200 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1748,1184,Farmers Market To Go,,Farmers Market offers various healthy options for travelers.,1,,,,Terminal 5,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,,,,LAX,562-381-3641,2018-02-05 10:00:10.680000000,,,33.940877,-118.404192,500 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
208,136,Cathay Pacific Airways,Located in Tom Bradley International Terminal (TBIT)., ,,,www.cathaypacific.com,CX,TBIT,,AIR CARRIER,,,,LAX,(800) 233-2742,,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1742,1178,Saudia Airlines,,,0,,,,TBIT,Departure Level,AIR CARRIER,,,,LAX,(800) 472-8342,2018-08-16 09:29:36.890000000,2018-08-16 09:30:03.877000000,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1573,1030,Alitalia,,,0,,www.alitalia.com,,TBIT,Departure Level-  Tom Bradley International,AIR CARRIER,,,,LAX,(800) 223-5730,,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
517,339,LATAM,Located in Tom Bradley International Terminal (TBIT)., ,,,www.latam.com,LA,TBIT,,AIR CARRIER,,,,LAX,(310) 646-1954,,2016-12-21 10:45:49.027000000,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1900,1336,Kentucky Fried Chicken,,KFC is known worldwide for their fried chicken.,1,,,,TBIT,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-307-7533,2018-02-02 10:59:08.710000000,2016-09-09 13:21:46.250000000,,,,,,,2019-04-11T00:00:02.000
650,432,Philippine Airlines,Located in Tom Bradley International Terminal (TBIT)., ,,,www.philippineairlines.com,PR,TBIT,,AIR CARRIER,,,,LAX,(310) 646-2693,,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
225,150,China Airlines,Located in Tom Bradley International Terminal (TBIT)., ,,,www.china-airlines.com,CI,TBIT,,AIR CARRIER,,,,LAX,(800) 227-5118,,,,,,380 World Way,Los Angeles,90045-6439,2019-04-11T00:00:02.000
1717,1153,Coles,,"Coles, the originators of the french dip, offer four versions and various sides to meet everyone's tastes.",1,,,,Terminal 4,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-646-3472,2018-02-05 09:01:02.417000000,,,33.940695,-118.406552,400 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1721,1157,Petrossian Caviar & Champagne Bar,,Visit Petrossian Caviar and Champagne Bar for a full service restaurant and bar serving fine foods and spirits.,1,,,,TBIT,Great Hall,FOOD AND BEVERAGE FACILITIES,,,,LAX,424-901-1206,2018-02-02 10:55:26.730000000,,,33.94354305,-118.41055418,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1644,1080,Mattel Experience,,"The number one toy company in the world got its start in a humble garage workshop in Southern California back in 1945. Now “The Mattel Experience” comes to LAX, with all the premier brands and licenses that Mattel has made famous: Hot Wheels, Matchbox, Ba",1,,,,Terminal 5,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,310-641-1439,2018-02-02 07:07:19.983000000,,,33.941476,-118.404588,500 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1753,1189,LAMILL Coffee,,"Get buzzed at Lamill Coffee, a chic newcomer to the coffee scene from Los Angeles’ trendy Siverlake neighborhood.
Located post-security in TBIT, Lamill introduces a fresh, new culinary approach to coffee that goes far beyond standard
coffeehouse fare, i",1,,,,TBIT,North Concourse,FOOD AND BEVERAGE FACILITIES,,,,LAX,866-820-1178,2018-02-02 06:04:44.797000000,,,33.945382,-118.410885,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1822,1258,Starbucks,,"Starbucks is an internationally known coffee shop offering drinks, snacks, and to-go items.",0,,,,Terminal 2,Arrival Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-646-3472,2018-02-05 08:17:18.100000000,,,33.945443,-118.40349754,200 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
228,151,China Eastern,Located in Tom Bradley International Terminal (TBIT)., ,,,www.ce-air.com,MU,TBIT,,AIR CARRIER,,,,LAX,(626) 583-1500,,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1733,1169,Starbucks,,"Starbucks is an internationally known coffee shop offering drinks, snacks, and to-go items.",1,,,,TBIT,Great Hall,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-307-7536,2018-02-05 07:55:13.910000000,,,33.94265637,-118.41048085,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1882,1318,Mokulele Airlines,,,0,,,,Terminal 6,Departure Level,AIR CARRIER,,,,LAX,(800) 260-7070,,,,,,600 Wolrd Way,Los Angeles,90045,2019-04-11T00:00:02.000
1714,1150,La Provence Patisserie and Cafe,,"La Provence Patisserie and Cafe brings a taste of France to pastries, donuts, and desserts.",1,,,,Terminal 4,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-646-3472,2018-02-05 09:04:32.840000000,,,33.940695,-118.406552,400 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1956,1390,Kiehl's,,,1,,,,Terminal 1,,GIFT SHOPS AND NEWS STANDS,,,,LAX,323-455-2213,2018-09-25 09:38:00.460000000,2018-09-25 09:34:49.137000000,,,,100 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1156,692,Sun Country,, ,0,,www.suncountry.com,,Terminal 5,Departure Level,AIR CARRIER,,,,LAX,(800) 359-6786,2017-05-13 04:36:29.480000000,2017-05-13 04:36:38.890000000,,,,500 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1758,1194,The Coffee Bean & Tea Leaf,,"The Coffee Bean & Tea Leaf has an assortment of specialty coffee and blended coffee drinks, as well as tea and baked goods.",1,,,,Terminal 7,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-258-9775,2018-03-14 12:10:15.360000000,,,33.941398,-118.399436,,,,2019-04-11T00:00:02.000
1653,1089,Bartel's Harley Davidson Store,,"Bartel's Harley Davidson Store offers a wide assortment of apparel, handbags, and Harley gear.
",1,,,,Terminal 7,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,(310) 568-8840,2018-02-05 13:52:14.467000000,2017-08-09 14:12:50.583000000,,33.941982,-118.399821,700 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1836,1272,Hainan Airlines,,,0,,www.hainanairlines.com,,TBIT,Departure Level,AIR CARRIER,,,,LAX,,2017-05-08 14:57:17.660000000,2017-04-14 07:41:06.890000000,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1707,1143,Hollywood Reporter,,"The Hollywood Reporter is a widely trusted resource for breaking entertainment news, movie and TV reviews, movie trailers, TV clips and analysis.  As the entertainment industry's flagship media brand, the Hollywood Reporter brings in-depth reporting, anal",1,,,,TBIT,South Concourse,GIFT SHOPS AND NEWS STANDS,,,,LAX,310-259-3368,2018-02-02 07:28:32.723000000,,,33.940265,-118.410217,,,,2019-04-11T00:00:02.000
1790,1226,USA Today Travel Zone,,Shop at USA Today for last minute snacks and souvenirs.,0,,,,TBIT,Arrival Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,(310) 258-0223,2018-02-02 12:16:29.687000000,,,33.9431916,-118.40860471,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1692,1128,The Coffee Bean & Tea Leaf,,"The Coffee Bean & Tea Leaf has an assortment of specialty coffee and blended coffee drinks, as well as tea and baked goods.",1,,,,Terminal 5,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-321-8950,2018-02-05 06:45:04.217000000,2017-08-09 13:47:39.457000000,,33.941555,-118.404345,500 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1955,1389,Chick-fil-A,"American fast food restaurant chain headquartered in the city of College Park, Georgia, specializing in chicken sandwiches.","American fast food restaurant chain headquartered in the city of College Park, Georgia, specializing in chicken sandwiches.",1,,https://www.chick-fil-a.com/,,Terminal 1,,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-310-5602,2018-09-05 08:48:25.497000000,2018-09-04 15:21:20.590000000,,,,,,,2019-04-11T00:00:02.000
1878,1314,The Kitchen by Wolfgang Puck,,"The Kitchen Counter features freshly made sandwiches, salads, and grab & go snacks.
",1,,,,Terminal 6,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-307-7526,2018-02-05 13:47:47.203000000,,,33.94171886,-118.40218645,600 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1926,1362,Food & Bounty,,,1,,,,Terminal 4,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-307-7522,2017-10-02 11:45:42.743000000,2017-10-02 11:44:34.983000000,,,,,,,2019-04-11T00:00:02.000
1865,1301,SAS (Scandanavian Airlines),,,1,,www.flysas.com,,TBIT,Departure Level,AIR CARRIER,,,,LAX,(800) 221-2350,,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1705,1141,Bliss,,"Everything the traveler needs to feel good. Bath and spa products from Bliss, from sunscreens to soaps to soothing lotions for all skin types.  ",1,,,,TBIT,South Concourse,GIFT SHOPS AND NEWS STANDS,,,,LAX,(424) 750-9001,2018-02-02 07:25:31.440000000,,,33.94112,-118.41034,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
36,24,Air Canada,, ,0,,www.aircanada.ca,AC,Terminal 6,,AIR CARRIER,,,,LAX,(888) 247-2262,2017-05-17 04:24:14.940000000,2017-05-17 04:24:24.033000000,,,,600 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1066,651,United Airlines,"All United Premier, First Class, and Business Class passengers check- in at Terminal 6","All United Premier, First Class and Business Class passengers check-in at Terminal 6",0,,www.united.com,,Terminal 6,,AIR CARRIER,,,,LAX,(310) 342-9509,2017-08-29 08:11:37.853000000,2017-08-29 08:11:27.663000000,,,,600 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1922,1358,Xiamen Airlines,,,0,,www.xiamen.com,,TBIT,Departure Level,AIR CARRIER,,,,LAX,(844) 629-5557,2017-11-28 12:40:19.807000000,2017-07-11 08:42:42.387000000,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
806,541,Travelers Info-VIP,, ,,,www.lawa.org/vip,,Terminal 3,Arrival Level,TRAVELERS ASSISTANCE,,,,LAX,(310) 646-2273,,,,,,300 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1811,1247,Cantina Laredo,,"Have a cocktail with your burrito and queso at Cantina Laredo, a trendy Mexican cafe.",0,,,,TBIT,Arrival Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,424-901-1294,2018-02-02 12:17:40.367000000,,,33.94329368,-118.40866987,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1843,1279,American Airlines,,American Airlines flight operating from Gates 50A/50B/53A/53B arrive and depart in Terminal 5,0,,www.aa.com,,Terminal 5,Departure Level,AIR CARRIER,,,,LAX,(800) 433-7300,2017-07-10 14:15:40.963000000,2017-07-10 14:15:58.680000000,,,,500 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
451,292,ICE Currency Exchange Kiosk,Located in LAX  airport., ,,,,,TBIT,North Concourse,"BUSINESS SERVICES, INSURANCE, CURRENCY EXCHANGE",,,,LAX,310-417-0364,2017-08-01 08:57:59.670000000,,,33.94397816,-118.40869457,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1258,778,Avianca Airlines,"Avianca Passengers Terminal 3 for Check-in. Passengers will walk from Terminal 3 to Terminal B for departure.
Departures and Arrivals will operate at Terminal B.","Avianca Passengers Terminal 3 for Check-in. Passengers will walk from Terminal 3 to Terminal B for departure.
Departures and Arrivals will operate at Terminal B.",0,,,,Terminal 3,Departure Level,AIR CARRIER,,,,LAX,(800) 284-2622,2018-08-16 08:34:40.917000000,2017-05-15 03:31:41.370000000,,,,300 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1862,1298,Access Hollywood,,"Shop for snacks and gifts at Access Hollywood.
",0,,,,Terminal 6,Arrival Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,310-259-3368,2018-02-05 14:20:53.640000000,,,33.94286285707541,-118.40191454698731,600 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1794,1230,Virgin Mobile/Boost Mobile,,"Brand-name electronics, accessories, chargers, cameras, computer bags and accessories. Tech on the Go focuses on what the wired traveler needs, especially power and sound. Here can be found portable electronic devices, headphones, cases, chargers, accesso",0,,,,TBIT,Arrival Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,310-642-0486,2018-02-02 07:26:41.040000000,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1648,1084,See's Candies,,"See's Candies offers chocolate, peanut brittle, truffles, nuts and so much more to tempt a sweet tooth.",1,,,,Terminal 5,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,(310) 338-0456,2018-02-05 09:07:34,,,33.941812,-118.404367,500 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
924,33,Fiji Airways,Located in Tom Bradley International Terminal (TBIT)., ,,,www.fijiairways.com,FJ,TBIT,,AIR CARRIER,,,,LAX,(866) 767-2247,,,,,,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
805,541,Travelers Info-VIP,, ,,,www.lawa.org/vip,,Terminal 2,Arrival Level,TRAVELERS ASSISTANCE,,,,LAX,(310) 646-2272,,,,,,200 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1727,1163,Bvlgari,,"Leading the lineup of luxury brands in LAX is the spectacular Bulgari shop. This is truly the last word in jewelry, watches and accessories – Italian style. A destination in itself, this store is not to be missed!",1,,,,TBIT,Great Hall,GIFT SHOPS AND NEWS STANDS,,,,LAX,424-227-9844,2018-02-02 07:20:52.030000000,,,33.94316086,-118.4102669,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
130,79,Argenbright ,Security Screening Services provided at LAX., ,,,,,Terminal 5,Departure Level,CONTRACT SECURITY SERVICES,,,,LAX,(310) 649-1201,,,,,,500 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1931,1367,Soundstage Market by Hudson,,This convenient grab-and-go station offers refreshing beverages and tasty snacks to make your flight an enjoyable one.,1,,,,Terminal 3,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,310-259-3368,2018-02-08 15:40:38.017000000,2017-11-14 08:07:48.473000000,,,,,,,2019-04-11T00:00:02.000
1610,1050,DFS Duty Free,,"DFS Duty Free offers a variety of products for travelers. Domestic passengers are invited to purchase everything but liquor and tobacco.
",1,,,,Terminal 7,Departure Level,DUTY FREE SHOPS,,,,LAX,(310) 348-2620,2018-02-05 13:53:03.783000000,,,33.942102,-118.399554,700 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1645,1081,Rip Curl,,"Rip Curl is the most recognized name on the planet for high performance surf, ski and snowboarding equipment and apparel. This new store celebrates the outdoor California lifestyle with all the latest board shorts, beachwear, headgear and other high-perfo",1,,,,Terminal 5,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,(310) 417-8630,2018-02-02 07:07:53.520000000,,,33.941305,-118.404556,500 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1879,1315,The Wine Bar by Wolfgang Puck,,"Enjoy a cocktail and order from the neighboring Wolfgang Puck food options at The Marketplace Bar.
",1,,,,Terminal 6,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-307-7526,2018-02-05 13:49:10.073000000,,,33.94185126,-118.40221077,,,,2019-04-11T00:00:02.000
1827,1263,CNBC Smartshop,,"Shop for last minute souvenirs, medicine, or snacks at CNBC News.",1,,,,Terminal 2,Departure Level,GIFT SHOPS AND NEWS STANDS,,,,LAX,312-375-1081,2018-02-05 06:53:00.877000000,,,33.94598022770159,-118.4042035855573,200 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1818,1254,BUILT (Custom Burgers),,BUILT features fully customizable burgers.,1,,,,Terminal 2,Departure Level,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-301-9008,2018-02-05 07:09:29.463000000,,,33.94630253,-118.40422743,200 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
809,541,Travelers Info-VIP,, ,,,www.lawa.org/vip,,Terminal 6,Arrival Level,TRAVELERS ASSISTANCE,,,,LAX,(310) 646-2276,,,,,,600 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1731,1167,Hugo Boss,,"The world-renowned men’s high-style apparel brand is presented in a sleek and contemporary store, complete with dressing room. The Hugo Boss store is THE high-end fashion and lifestyle brand for men, known the world over.",1,,,,TBIT,Great Hall,GIFT SHOPS AND NEWS STANDS,,,,LAX,(424) 750-9982,2018-02-02 07:05:49.410000000,,,33.94367258,-118.41059008,380 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
691,465,Riscomp Industries,, ,,,,,Terminal 5,T-5,,,,,LAX,(310) 646-0361,,,,,,,,,2019-04-11T00:00:02.000
1841,1277,Boutique Airlines,,,0,,www.boutiqueair.com/,,Terminal 6,Departure Level,AIR CARRIER,,,,LAX,(855) 268-8478,2017-05-13 04:44:17.570000000,2017-05-13 04:44:29.467000000,,,,600 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
1957,1391,ICE Currecy Exchange Kiosk - Arrivals,,,1,,,,TBIT,,BUSINESS SERVICES,,,,LAX,310-417-0366,2019-01-31 07:32:15.040000000,2018-10-11 12:50:15.443000000,,,,,,,2019-04-11T00:00:02.000
1757,1193,Loteria!! Grill,,¡Loteria! Grill provides regional Mexican dishes with fresh and homemade salsas.,1,,,,Terminal 7,Departure Level - Food Court,FOOD AND BEVERAGE FACILITIES,,,,LAX,310-258-9775,2018-02-05 09:59:44.503000000,,,33.941398,-118.399436,700 World Way,Los Angeles,90045,2019-04-11T00:00:02.000
